00:10:03:23 00:10:08:13 我向所有真理的追求者致敬
01:43:51:05 01:43:53:02 頭向後仰
01:43:59:24 01:44:02:02 現在
01:44:05:02 01:44:07:08 完全張開手
01:44:07:17 01:44:10:17 掌心
01:44:11:00 01:44:14:08 放在腦囟上，taloo
01:44:14:19 01:44:20:06 即你兒時軟骨的位置
01:44:23:07 01:44:25:24 儘量垂下頭
01:44:27:13 01:44:30:13 用力按着，手指翹起
01:44:31:04 01:44:38:02 用力按着，慢慢順時針
01:44:38:13 01:44:41:24 轉動頭皮七次
01:44:59:02 01:45:00:22 現在
01:45:02:17 01:45:05:00 就是這樣做了
01:45:05:15 01:45:09:20 要有三個先決條件
01:45:12:04 01:45:16:23 第一，你要充滿信心
01:45:17:19 01:45:20:23 會得到自覺
01:45:21:12 01:45:23:22 有信心會得到自覺
01:45:24:04 01:45:26:11 (聽到我嗎？)
01:45:27:08 01:45:29:16 充滿信心
01:45:31:08 01:45:33:13 第二
01:45:35:16 01:45:37:17 (可以弄好它嗎？)
01:45:42:12 01:45:48:06 第二個條件是你不應為
01:45:48:14 01:45:51:04 任何事情內疚
01:45:53:20 01:45:58:01 印度人沒有西方人那麼多內疚感
01:46:00:07 01:46:03:07 不感到內疚是好事
01:46:07:07 01:46:09:21 不要聽信任何人告訴你這是錯的
01:46:10:02 01:46:12:22 你是這樣子的---沒有這回事
01:46:13:08 01:46:15:22 沒有人有權批判你
01:46:17:20 01:46:22:02 請不要感到內疚，這是很重要的
01:46:24:09 01:46:28:09 第三個條件是你要原諒所有人
01:46:29:05 01:46:33:24 很多人說原諒人是很困難的，那是錯的
01:46:34:21 01:46:36:08 我昨日已說過
01:46:36:16 01:46:38:10 你原諒與否
01:46:38:16 01:46:40:14 也沒有作任何事
01:46:43:17 01:46:52:03 為何不原諒人---我們只是被誤導了
01:46:52:17 01:46:56:17 不用想要原諒誰
01:46:57:01 01:47:02:12 或要記着誰
01:47:03:06 01:47:08:04 只是壟統地說：「我寬恕所有人。」
01:47:09:04 01:47:11:20 你會感到輕鬆得多。只要這樣說
01:47:12:04 01:47:15:19 那是謬誤，你活在謬誤之中
01:47:18:09 01:47:20:05 聽到我嗎？可以
01:47:20:15 01:47:26:05 那邊聽到我嗎？後邊聽到我嗎？
01:47:39:16 01:47:42:12 現在，閉上眼睛
01:47:43:11 01:47:45:03 你可以脫下眼鏡
01:47:45:09 01:47:47:09 不用張開眼睛，除非我叫你這樣做
01:47:47:09 01:47:49:09 請脫掉眼鏡
01:47:49:15 01:47:52:10 如果你的頸或腰間
01:47:53:20 01:47:56:04 的衣物束得緊，請… 
01:47:57:21 01:48:00:23 如果你有任何東西---(甚麼事？)
01:48:01:09 01:48:04:05 如果你有任何東西---(我要繼續，
01:48:04:12 01:48:06:02 那只是開始
01:48:06:15 01:48:12:00 任何在你頸上或腰間的衣物
01:48:12:08 01:48:14:20 束得緊的，你可以…
01:48:15:17 01:48:18:14 如你有tawis或任何東西，請脫下它
01:48:18:22 01:48:20:16 那不太好
01:48:22:11 01:48:24:21 有導師或甚麼人給你的mala
01:48:25:04 01:48:27:02 請脫下它
01:48:36:06 01:48:37:20 因為你來不是要
01:48:38:01 01:48:40:15 作任何人的奴隸
01:48:41:20 01:48:44:20 而是獲得絕對的自由
01:48:48:24 01:48:51:15 所有人閉上雙眼
01:48:53:01 01:48:54:09 請閉上雙眼
01:48:54:15 01:48:56:24 雙腳平放在大地之母
01:48:57:05 01:49:00:24 記着，雙腳要分開放，對了
01:49:02:11 01:49:06:16 現在，完全閉上眼睛，不要張開眼睛
01:49:08:06 01:49:10:23 現在，左手放在大腿上朝向我
01:49:11:09 01:49:16:20 右手按著心口，右手按著心口
01:49:17:01 01:49:20:00 右手攤開朝向我
01:49:20:11 01:49:22:11 攤開朝向我
01:49:23:03 01:49:26:04 你可以放它在…
01:49:36:10 01:49:41:05 現在，靈是住在心裡的
01:49:41:16 01:49:44:10 請問我這個問題三次：
01:49:45:07 01:49:50:08 母親，我是不是靈？
01:49:51:10 01:49:52:20 這是很基本的問題
01:49:53:03 01:49:55:14 請有自信的
01:49:55:22 01:49:58:23 在心裡問三次：
01:49:59:06 01:50:02:00 母親，我是不是靈？
01:50:05:17 01:50:08:13 這是事實：你是靈
01:50:08:20 01:50:11:04 這是一個關於你的事實
01:50:12:10 01:50:15:10 把右手
01:50:15:16 01:50:17:07 放在上腹
01:50:17:15 01:50:21:16 要Prassana Chitta… 不要過份認真
01:50:21:24 01:50:23:22 沒有甚麼需要認真。要知道
01:50:24:07 01:50:26:17 你要明白，要成為Prassana Chitta
01:50:30:22 01:50:32:23 忘記過去
01:50:35:12 01:50:40:09 現在，問另一個問題三次：
01:50:41:17 01:50:46:04 母親，我是否自己的導師？
01:50:46:12 01:50:48:24 問三次：
01:50:54:16 01:50:56:23 我是否自己的導師？
01:50:57:05 01:50:59:16 這能量中心是由真正的導師創造出來
01:50:59:24 01:51:02:16 為了令你們能建立自己
01:51:04:02 01:51:08:11 現在，把右手
01:51:11:09 01:51:14:14 放在左下腹
01:51:18:20 01:51:23:07 我不能強迫你接受純粹的知識
01:51:24:21 01:51:28:04 其他的都不是純粹(avidya)的知識；這才是純粹(vidya)的知識
01:51:28:20 01:51:33:02 純粹的知識，有vida，才是知識
01:51:34:12 01:51:37:01 你要問六次：
01:51:37:13 01:51:42:18 母親，可否給我純粹的知識？
01:51:53:08 01:51:55:23 當你要求純粹的知識
01:51:56:08 01:51:59:06 靈量便開始升起
01:52:00:15 01:52:03:04 現在，我們要以信心
01:52:03:15 01:52:07:04 去滋養上層的能量中心
01:52:11:10 01:52:14:04 把右手放在
01:52:14:10 01:52:18:07 左上腹
01:52:31:19 01:52:36:00 充滿信心地說十次：
01:52:36:16 01:52:39:10 母親，我是自己的導師
01:52:39:16 01:52:41:14 請充滿信心地說
01:52:41:22 01:52:45:06 不要懷疑自己；你是自己的導師
01:52:46:22 01:52:49:12 請把左手朝向我
01:52:50:20 01:52:51:14 朝向我
01:52:51:22 01:52:54:15 很多人的左手都沒有朝向我
01:53:06:09 01:53:10:19 我已經告訴過你們，真理是
01:53:11:04 01:53:17:16 你不是這個肉身、這個心理、這些情緒
01:53:19:17 01:53:21:14 這些制約
01:53:22:00 01:53:23:09 這個自我
01:53:23:17 01:53:27:05 而是純粹的靈
01:53:29:01 01:53:33:22 請把手放在心臟位置
01:53:37:20 01:53:43:12 充滿信心地說：
01:53:43:20 01:53:47:07 母親，我是純粹的靈
01:53:47:19 01:53:51:16 我是shuddha atma。」
01:53:51:22 01:53:54:24 充滿信心地說
01:54:15:05 01:54:21:01 好好地提升，你看
01:54:21:08 01:54:24:22 不應這麼低的，好好地提升
01:54:26:14 01:54:28:21 就像提升你的心
01:54:29:17 01:54:31:08 提升它
01:54:35:24 01:54:39:19 這個無所不在的力量
01:54:40:19 01:54:46:16 是愛的力量
01:54:47:03 01:54:52:03 是知識的海洋
01:54:52:17 01:54:56:17 喜樂和慈愛的海洋
01:54:57:03 01:55:02:04 除此之外，它是寬恕的海洋
01:55:02:18 01:55:05:04 任何你認為你做錯的事情
01:55:05:12 01:55:08:16 都可輕易地溶化在這偉大的海洋裏
01:55:10:13 01:55:14:22 請把右手移到頸和
01:55:15:07 01:55:17:13 肩膀交界處
01:55:18:11 01:55:20:13 向後按緊一點
01:55:21:16 01:55:26:02 在這裡說十六次：
01:55:27:00 01:55:31:17 母親，我並無內疚
01:55:32:00 01:55:34:03 請說十六次。
01:55:34:14 01:55:39:23 母親，我是nirdosh。我是完全nirdosh
01:55:48:13 01:55:50:12 我已經告訴你
01:55:50:23 01:55:52:15 無論你原諒別人與否
01:55:52:21 01:55:56:21 你也沒有作任何事；那是謬誤
01:55:58:18 01:56:03:17 當你不原諒人，你便是被誤導
01:56:08:09 01:56:12:00 令自己受苦；而那些折磨你的人
01:56:12:09 01:56:14:08 會挺高興的
01:56:14:22 01:56:20:15 現在把手放在前額
01:56:20:24 01:56:24:01 垂下頭
01:56:26:05 01:56:29:14 垂下頭
01:56:33:15 01:56:37:18 要從心裡說，說多少次不要緊
01:56:38:17 01:56:40:06 若你不說
01:56:40:12 01:56:45:18 我是不能令你的靈量穿過狹窄的
01:56:46:01 01:56:47:12 額輪
01:56:47:12 01:56:49:21 所以請你們說：
01:56:50:04 01:56:55:05 母親，我寬恕所有人
01:56:55:17 01:57:00:13 不用刻意想着任何人
01:57:12:14 01:57:17:15 現在，把手放到後尾枕位置
01:57:21:21 01:57:27:05 頭儘量仰後
01:57:29:05 01:57:31:18 不要感到內疚
01:57:36:08 01:57:38:19 不要計算你的過失
01:57:39:06 01:57:43:23 只為了滿足自己，說：
01:57:44:11 01:57:46:11 上天的力量啊
01:57:46:22 01:57:50:12 如果我犯錯，請原諒我
01:57:50:22 01:57:57:07 噢Prahmachaitanya(生命能量)，如果我犯錯
01:57:57:15 01:58:00:02 無論是有意或無意的，請原諒我
01:58:00:21 01:58:06:21 要從心裡說
01:58:07:10 01:58:09:24 說多少次不要緊
01:58:17:15 01:58:19:16 現在
01:58:24:11 01:58:28:08 張開右手
01:58:30:11 01:58:35:14 把掌心按在
01:58:36:03 01:58:39:15 腦囟
01:58:40:00 01:58:44:03 即你兒時軟骨的地方
01:58:45:12 01:58:49:04 手指儘量翹起
01:58:50:07 01:58:54:07 儘量垂下頭
01:58:56:05 01:58:58:05 再次
01:58:59:16 01:59:04:13 我不能強迫你獲得自覺
01:59:05:21 01:59:08:03 你要自己要求
01:59:09:17 01:59:13:22 順時針方向轉動頭皮七次
01:59:14:14 01:59:19:15 說：「母親，請給我自覺。」
01:59:20:01 01:59:22:07 七次
01:59:24:01 01:59:26:14 不是移動手，是轉動頭皮
01:59:26:21 01:59:28:23 用力按着，手指翹起
01:59:29:06 01:59:30:21 翹起手指
01:59:31:04 01:59:33:07 你才會感到壓力
02:00:29:06 02:00:31:22 請放下雙手
02:00:35:05 02:00:37:14 雙手向着我
02:00:39:17 02:00:42:14 看着我，不要想
02:00:50:13 02:00:52:24 把右手向着我
02:00:53:09 02:00:55:24 垂下頭，感覺一下
02:00:56:05 02:00:57:19 不要看其他人，只看著自己
02:00:58:04 02:01:01:03 看看有沒有涼風從
02:01:01:13 02:01:02:22 腦囟滲出來
02:01:03:05 02:01:06:16 看看有沒有涼風從
02:01:06:22 02:01:08:08 腦囟出來
02:01:08:16 02:01:12:22 也可能會有熱風
02:01:13:08 02:01:15:09 尤其是當你不寬恕人
02:01:15:18 02:01:17:18 就會有熱風
02:01:18:15 02:01:21:00 所以你要寬恕
02:01:22:12 02:01:26:20 現在，把左手這樣子向着我
02:01:27:07 02:01:29:07 再一次垂下頭
02:01:29:16 02:01:31:24 不是頭頂，離遠一點
02:01:32:07 02:01:34:02 有些人離開很遠也感覺到
02:01:34:13 02:01:37:11 看看有沒有涼風
02:01:37:19 02:01:41:10 或熱風從頭頂出來
02:01:42:08 02:01:45:20 在腦囟，不是很後面或前面
02:01:46:03 02:01:49:12 而是在腦囟，在taloo
02:01:54:14 02:01:56:00 明白嗎？
02:01:56:11 02:01:59:23 再一次，把右手向着我
02:02:00:13 02:02:04:10 哈！垂下頭，垂下頭
02:02:07:18 02:02:09:13 就是這樣
02:02:10:12 02:02:12:04 現在
02:02:12:16 02:02:16:07 我要教你們怎樣做班丹(kavach)
02:02:16:16 02:02:17:22 來保護自己
02:02:18:05 02:02:19:19 這是很重要的
02:02:20:06 02:02:22:03 怎樣提升靈量
02:02:22:11 02:02:25:23 很重要的，很簡單---他也會教你們
02:02:26:19 02:02:29:14 把左手這樣放在前面
02:02:30:05 02:02:31:14 右手做這動作
02:02:31:22 02:02:33:19 左手直上
02:02:34:08 02:02:37:00 你要---我會先示範，像這樣
02:02:37:08 02:02:43:11 到頭頂，打一個結
02:02:45:01 02:02:47:11 現在我們正式重新做一次
02:02:48:03 02:02:50:03 由這裡開始
02:02:50:09 02:02:53:13 現在，左手向上移
02:02:54:09 02:02:56:23 舉高手
02:02:57:07 02:03:00:23 結一個結來固定靈量
02:03:02:19 02:03:05:01 然後，第二次
02:03:09:14 02:03:11:23 結第二個結
02:03:12:09 02:03:14:10 第三次要結三個結
02:03:14:18 02:03:16:24 請再做
02:03:22:10 02:03:26:21 一、二、
02:03:28:03 02:03:32:21 三。完成。說到班丹
02:03:33:08 02:03:36:13 為了保護自己，你們每天早上
02:03:36:21 02:03:40:05 外出前要做斑丹
02:03:40:11 02:03:42:06 睡覺前要把注意力放在這兒才睡
02:03:42:16 02:03:45:08 把左手這樣朝向我
02:03:49:01 02:03:51:07 這是Saadhe teen…
02:03:52:01 02:03:55:23 三圈半
02:03:56:20 02:03:58:10 你怎樣給班丹？
02:03:58:18 02:04:02:01 左手向着我，向着照片
02:04:02:10 02:04:04:12 右手這樣子
02:04:04:22 02:04:06:09 我會先示範
02:04:06:17 02:04:11:11 然後這麼升起它，拉下它---這是一半
02:04:12:17 02:04:17:04 你再次回來---這是一
02:04:18:06 02:04:25:04 你再次升起它，再回來---這是二
02:04:26:12 02:04:30:02 你再次這樣升起它
02:04:31:19 02:04:34:02 再回來---這是三
02:04:34:12 02:04:36:10 你只回來一半
02:04:36:18 02:04:39:01 因此是三次半
02:04:42:11 02:04:45:16 這是班丹，是保護
02:04:46:09 02:04:49:01 班丹保護
02:04:51:00 02:04:52:18 你會學到很多東西
02:04:53:03 02:04:55:12 怎樣用你手上的力量
02:04:55:19 02:04:57:22 那些在手中
02:04:58:20 02:05:01:17 或腦囟感到
02:05:02:01 02:05:05:04 涼風或熱風的人
02:05:06:07 02:05:08:03 請舉起雙手
02:05:08:10 02:05:12:01 所有感覺到的人，請舉起雙手
02:05:15:05 02:05:17:21 他們的肝臟有點問題，但會解決的
02:05:18:04 02:05:20:10 不要緊
02:05:21:17 02:05:23:09 願神祝福你們
02:05:23:17 02:05:25:20 願神祝福你們
02:05:32:12 02:05:36:18 馬德拉斯(Madras)現已變成「Mother Raas」
02:05:37:02 02:05:39:18 即是說所有母親已完成
02:05:42:11 02:05:44:24 並達到那個狀態
02:05:45:16 02:05:49:04 願神祝福你們。我一再叮囑
02:05:50:18 02:05:54:07 你們要謙卑，來我們的中心
02:05:54:16 02:05:57:19 那兒有十分好的霎哈嘉瑜伽士
02:05:58:08 02:06:02:11 他們會親切地告訴你一切
02:06:03:03 02:06:07:19 請你們要來，把注意力放在自己身上
02:06:09:12 02:06:12:00 學懂一切
02:06:12:11 02:06:15:21 明年我會再來馬德拉斯
02:06:17:06 02:06:19:17 願神祝福你們
