00:10:03:23 00:10:08:13 我向所有真理的追求者致敬
01:46:00:07 01:46:03:07 不感到内疚是好事
01:46:07:07 01:46:09:21 不要听信任何人告诉你这是错的
01:46:10:02 01:46:12:22 你是这样子的---没有这回事
01:46:13:08 01:46:15:22 没有人有权批判你
01:46:17:20 01:46:22:02 请不要感到内疚，这是很重要的
01:46:24:09 01:46:28:09 第三个条件是你要原谅所有人
01:46:29:05 01:46:33:24 很多人说原谅人是很困难的，那是错的
01:46:34:21 01:46:36:08 我昨日已说过
01:46:36:16 01:46:38:10 你原谅与否
01:46:38:16 01:46:40:14 也没有作任何事
01:46:43:17 01:46:52:03 为何不原谅人---我们只是被误导了
01:46:52:17 01:46:56:17 不用想要原谅谁
01:46:57:01 01:47:02:12 或要记着谁
01:47:03:06 01:47:08:04 只是垄统地说：「我宽恕所有人。」
01:47:09:04 01:47:11:20 你会感到轻松得多。只要这样说
01:47:12:04 01:47:15:19 那是谬误，你活在谬误之中
01:47:18:09 01:47:20:05 听到我吗？可以
01:47:20:15 01:47:26:05 那边听到我吗？后边听到我吗？
01:47:39:16 01:47:42:12 现在，闭上眼睛
01:47:43:11 01:47:45:03 你可以脱下眼镜
01:47:45:09 01:47:47:09 不用张开眼睛，除非我叫你这样做
01:47:47:09 01:47:49:09 请脱掉眼镜
01:47:49:15 01:47:52:10 如果你的颈或腰间
01:47:53:20 01:47:56:04 的衣物束得紧，请… 
01:47:57:21 01:48:00:23 如果你有任何东西---(什么事？)
01:48:01:09 01:48:04:05 如果你有任何东西---(我要继续，
01:48:04:12 01:48:06:02 那只是开始
01:48:06:15 01:48:12:00 任何在你颈上或腰间的衣物
01:48:12:08 01:48:14:20 束得紧的，你可以…
01:48:15:17 01:48:18:14 如你有tawis或任何东西，请脱下它
01:48:18:22 01:48:20:16 那不太好
01:48:22:11 01:48:24:21 有导师或什么人给你的mala
01:48:25:04 01:48:27:02 请脱下它
01:48:36:06 01:48:37:20 因为你来不是要
01:48:38:01 01:48:40:15 作任何人的奴隶
01:48:41:20 01:48:44:20 而是获得绝对的自由
01:48:48:24 01:48:51:15 所有人闭上双眼
01:48:53:01 01:48:54:09 请闭上双眼
01:48:54:15 01:48:56:24 双脚平放在大地之母
01:48:57:05 01:49:00:24 记着，双脚要分开放，对了
01:49:02:11 01:49:06:16 现在，完全闭上眼睛，不要张开眼睛
01:49:08:06 01:49:10:23 现在，左手放在大腿上朝向我
01:49:11:09 01:49:16:20 右手按着心口，右手按着心口
01:49:17:01 01:49:20:00 右手摊开朝向我
01:49:20:11 01:49:22:11 摊开朝向我
01:49:23:03 01:49:26:04 你可以放它在…
01:49:36:10 01:49:41:05 现在，灵是住在心里的
01:49:41:16 01:49:44:10 请问我这个问题三次：
01:49:45:07 01:49:50:08 母亲，我是不是灵？
01:49:51:10 01:49:52:20 这是很基本的问题
01:49:53:03 01:49:55:14 请有自信的
01:49:55:22 01:49:58:23 在心里问三次：
01:49:59:06 01:50:02:00 母亲，我是不是灵？
01:50:05:17 01:50:08:13 这是事实：你是灵
01:50:08:20 01:50:11:04 这是一个关於你的事实
01:50:12:10 01:50:15:10 把右手
01:50:15:16 01:50:17:07 放在上腹
01:50:17:15 01:50:21:16 要Prassana Chitta… 不要过份认真
01:50:21:24 01:50:23:22 没有什么需要认真。要知道
01:50:24:07 01:50:26:17 你要明白，要成为Prassana Chitta
01:50:30:22 01:50:32:23 忘记过去
01:50:35:12 01:50:40:09 现在，问另一个问题三次：
01:50:41:17 01:50:46:04 母亲，我是否自己的导师？
01:50:46:12 01:50:48:24 问三次：
01:50:54:16 01:50:56:23 我是否自己的导师？
01:50:57:05 01:50:59:16 这能量中心是由真正的导师创造出来
01:50:59:24 01:51:02:16 为了令你们能建立自己
01:51:04:02 01:51:08:11 现在，把右手
01:51:11:09 01:51:14:14 放在左下腹
01:51:18:20 01:51:23:07 我不能强迫你接受纯粹的知识
01:51:24:21 01:51:28:04 其他的都不是纯粹(avidya)的知识；这才是纯粹(vidya)的知识
01:51:28:20 01:51:33:02 纯粹的知识，有vida，才是知识
01:51:34:12 01:51:37:01 你要问六次：
01:51:37:13 01:51:42:18 母亲，可否给我纯粹的知识？
01:51:53:08 01:51:55:23 当你要求纯粹的知识
01:51:56:08 01:51:59:06 灵量便开始升起
01:52:00:15 01:52:03:04 现在，我们要以信心
01:52:03:15 01:52:07:04 去滋养上层的能量中心
01:52:11:10 01:52:14:04 把右手放在
01:52:14:10 01:52:18:07 左上腹
01:52:31:19 01:52:36:00 充满信心地说十次：
01:52:36:16 01:52:39:10 母亲，我是自己的导师
01:52:39:16 01:52:41:14 请充满信心地说
01:52:41:22 01:52:45:06 不要怀疑自己；你是自己的导师
01:52:46:22 01:52:49:12 请把左手朝向我
01:52:50:20 01:52:51:14 朝向我
01:52:51:22 01:52:54:15 很多人的左手都没有朝向我
01:53:06:09 01:53:10:19 我已经告诉过你们，真理是
01:53:11:04 01:53:17:16 你不是这个肉身、这个心理、这些情绪
01:53:19:17 01:53:21:14 这些制约
01:53:22:00 01:53:23:09 这个自我
01:53:23:17 01:53:27:05 而是纯粹的灵
01:53:29:01 01:53:33:22 请把手放在心脏位置
01:53:37:20 01:53:43:12 充满信心地说：
01:53:43:20 01:53:47:07 母亲，我是纯粹的灵
01:53:47:19 01:53:51:16 我是shuddha atma。」
01:53:51:22 01:53:54:24 充满信心地说
01:54:15:05 01:54:21:01 好好地提升，你看
01:54:21:08 01:54:24:22 不应这么低的，好好地提升
01:54:26:14 01:54:28:21 就像提升你的心
01:54:29:17 01:54:31:08 提升它
01:54:35:24 01:54:39:19 这个无所不在的力量
01:54:40:19 01:54:46:16 是爱的力量
01:54:47:03 01:54:52:03 是知识的海洋
01:54:52:17 01:54:56:17 喜乐和慈爱的海洋
01:54:57:03 01:55:02:04 除此之外，它是宽恕的海洋
01:55:02:18 01:55:05:04 任何你认为你做错的事情
01:55:05:12 01:55:08:16 都可轻易地溶化在这伟大的海洋里
01:55:10:13 01:55:14:22 请把右手移到颈和
01:55:15:07 01:55:17:13 肩膀交界处
01:55:18:11 01:55:20:13 向后按紧一点
01:55:21:16 01:55:26:02 在这里说十六次：
01:55:27:00 01:55:31:17 母亲，我并无内疚
01:55:32:00 01:55:34:03 请说十六次。
01:55:34:14 01:55:39:23 母亲，我是nirdosh。我是完全nirdosh
01:55:48:13 01:55:50:12 我已经告诉你
01:55:50:23 01:55:52:15 无论你原谅别人与否
01:55:52:21 01:55:56:21 你也没有作任何事；那是谬误
01:55:58:18 01:56:03:17 当你不原谅人，你便是被误导
01:56:08:09 01:56:12:00 令自己受苦；而那些折磨你的人
01:56:12:09 01:56:14:08 会挺高兴的
01:56:14:22 01:56:20:15 现在把手放在前额
01:56:20:24 01:56:24:01 垂下头
01:56:26:05 01:56:29:14 垂下头
01:56:33:15 01:56:37:18 要从心里说，说多少次不要紧
01:56:38:17 01:56:40:06 若你不说
01:56:40:12 01:56:45:18 我是不能令你的灵量穿过狭窄的
01:56:46:01 01:56:47:12 额轮
01:56:47:12 01:56:49:21 所以请你们说：
01:56:50:04 01:56:55:05 母亲，我宽恕所有人
01:56:55:17 01:57:00:13 不用刻意想着任何人
01:57:12:14 01:57:17:15 现在，把手放到后尾枕位置
01:57:21:21 01:57:27:05 头尽量仰后
01:57:29:05 01:57:31:18 不要感到内疚
01:57:36:08 01:57:38:19 不要计算你的过失
01:57:39:06 01:57:43:23 只为了满足自己，说：
01:57:44:11 01:57:46:11 上天的力量啊
01:57:46:22 01:57:50:12 如果我犯错，请原谅我
01:57:50:22 01:57:57:07 噢Prahmachaitanya(生命能量)，如果我犯错
01:57:57:15 01:58:00:02 无论是有意或无意的，请原谅我
01:58:00:21 01:58:06:21 要从心里说
01:58:07:10 01:58:09:24 说多少次不要紧
01:58:17:15 01:58:19:16 现在
01:58:24:11 01:58:28:08 张开右手
01:58:30:11 01:58:35:14 把掌心按在
01:58:36:03 01:58:39:15 脑囟
01:58:40:00 01:58:44:03 即你儿时软骨的地方
01:58:45:12 01:58:49:04 手指尽量翘起
01:58:50:07 01:58:54:07 尽量垂下头
01:58:56:05 01:58:58:05 再次
01:58:59:16 01:59:04:13 我不能强迫你获得自觉
01:59:05:21 01:59:08:03 你要自己要求
01:59:09:17 01:59:13:22 顺时针方向转动头皮七次
01:59:14:14 01:59:19:15 说：「母亲，请给我自觉。」
01:59:20:01 01:59:22:07 七次
01:59:24:01 01:59:26:14 不是移动手，是转动头皮
01:59:26:21 01:59:28:23 用力按着，手指翘起
01:59:29:06 01:59:30:21 翘起手指
01:59:31:04 01:59:33:07 你才会感到压力
02:00:29:06 02:00:31:22 请放下双手
02:00:35:05 02:00:37:14 双手向着我
02:00:39:17 02:00:42:14 看着我，不要想
02:00:50:13 02:00:52:24 把右手向着我
02:00:53:09 02:00:55:24 垂下头，感觉一下
02:00:56:05 02:00:57:19 不要看其他人，只看着自己
02:00:58:04 02:01:01:03 看看有没有凉风从
02:01:01:13 02:01:02:22 脑囟渗出来
02:01:03:05 02:01:06:16 看看有没有凉风从
02:01:06:22 02:01:08:08 脑囟出来
02:01:08:16 02:01:12:22 也可能会有热风
02:01:13:08 02:01:15:09 尤其是当你不宽恕人
02:01:15:18 02:01:17:18 就会有热风
02:01:18:15 02:01:21:00 所以你要宽恕
02:01:22:12 02:01:26:20 现在，把左手这样子向着我
02:01:27:07 02:01:29:07 再一次垂下头
02:01:29:16 02:01:31:24 不是头顶，离远一点
02:01:32:07 02:01:34:02 有些人离开很远也感觉到
02:01:34:13 02:01:37:11 看看有没有凉风
02:01:37:19 02:01:41:10 或热风从头顶出来
02:01:42:08 02:01:45:20 在脑囟，不是很后面或前面
02:01:46:03 02:01:49:12 而是在脑囟，在taloo
02:01:54:14 02:01:56:00 明白吗？
02:01:56:11 02:01:59:23 再一次，把右手向着我
02:02:00:13 02:02:04:10 哈！垂下头，垂下头
02:02:07:18 02:02:09:13 就是这样
02:02:10:12 02:02:12:04 现在
02:02:12:16 02:02:16:07 我要教你们怎样做班丹(kavach)
02:02:16:16 02:02:17:22 来保护自己
02:02:18:05 02:02:19:19 这是很重要的
02:02:20:06 02:02:22:03 怎样提升灵量
02:02:22:11 02:02:25:23 很重要的，很简单---他也会教你们
02:02:26:19 02:02:29:14 把左手这样放在前面
02:02:30:05 02:02:31:14 右手做这动作
02:02:31:22 02:02:33:19 左手直上
02:02:34:08 02:02:37:00 你要---我会先示范，像这样
02:02:37:08 02:02:43:11 到头顶，打一个结
02:02:45:01 02:02:47:11 现在我们正式重新做一次
02:02:48:03 02:02:50:03 由这里开始
02:02:50:09 02:02:53:13 现在，左手向上移
02:02:54:09 02:02:56:23 举高手
02:02:57:07 02:03:00:23 结一个结来固定灵量
02:03:02:19 02:03:05:01 然后，第二次
02:03:09:14 02:03:11:23 结第二个结
02:03:12:09 02:03:14:10 第三次要结三个结
02:03:14:18 02:03:16:24 请再做
02:03:22:10 02:03:26:21 一、二、
02:03:28:03 02:03:32:21 三。完成。说到班丹
02:03:33:08 02:03:36:13 为了保护自己，你们每天早上
02:03:36:21 02:03:40:05 外出前要做斑丹
02:03:40:11 02:03:42:06 睡觉前要把注意力放在这儿才睡
02:03:42:16 02:03:45:08 把左手这样朝向我
02:03:49:01 02:03:51:07 这是Saadhe teen…
02:03:52:01 02:03:55:23 三圈半
02:03:56:20 02:03:58:10 你怎样给班丹？
02:03:58:18 02:04:02:01 左手向着我，向着照片
02:04:02:10 02:04:04:12 右手这样子
02:04:04:22 02:04:06:09 我会先示范
02:04:06:17 02:04:11:11 然后这么升起它，拉下它---这是一半
02:04:12:17 02:04:17:04 你再次回来---这是一
02:04:18:06 02:04:25:04 你再次升起它，再回来---这是二
02:04:26:12 02:04:30:02 你再次这样升起它
02:04:31:19 02:04:34:02 再回来---这是三
02:04:34:12 02:04:36:10 你只回来一半
02:04:36:18 02:04:39:01 因此是三次半
02:04:42:11 02:04:45:16 这是班丹，是保护
02:04:46:09 02:04:49:01 班丹保护
02:04:51:00 02:04:52:18 你会学到很多东西
02:04:53:03 02:04:55:12 怎样用你手上的力量
02:04:55:19 02:04:57:22 那些在手中
02:04:58:20 02:05:01:17 或脑囟感到
02:05:02:01 02:05:05:04 凉风或热风的人
02:05:06:07 02:05:08:03 请举起双手
02:05:08:10 02:05:12:01 所有感觉到的人，请举起双手
02:05:15:05 02:05:17:21 他们的肝脏有点问题，但会解决的
02:05:18:04 02:05:20:10 不要紧
02:05:21:17 02:05:23:09 愿神祝福你们
02:05:23:17 02:05:25:20 愿神祝福你们
02:05:32:12 02:05:36:18 马德拉斯(Madras)现已变成「Mother Raas」
02:05:37:02 02:05:39:18 即是说所有母亲已完成
02:05:42:11 02:05:44:24 并达到那个状态
02:05:45:16 02:05:49:04 愿神祝福你们。我一再叮嘱
02:05:50:18 02:05:54:07 你们要谦卑，来我们的中心
02:05:54:16 02:05:57:19 那儿有十分好的霎哈嘉瑜伽士
02:05:58:08 02:06:02:11 他们会亲切地告诉你一切
02:06:03:03 02:06:07:19 请你们要来，把注意力放在自己身上
02:06:09:12 02:06:12:00 学懂一切
02:06:12:11 02:06:15:21 明年我会再来马德拉斯
02:06:17:06 02:06:19:17 愿神祝福你们
